Category,Subcategory,Software Name,ArcForge ID,ArcForge Key,Gaming,Creator,Developer,Homelab,Secure,Catalog,Priority,Detection Method,Detection Target,Detection Source,Package Status,Winget ID,Chocolatey ID,ArcForge Link,FOSS,Notes,ArcForge Description
Communications,Team Collaboration,Zulip,zulip,ARCInstallzulip,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Zulip,Default inferred detection for desktop app,Winget + Chocolatey,Zulip.Zulip,zulip,https://zulipchat.com/,TRUE,Threaded team chat platform designed for organized technical discussion; useful for developer and engineering teams.,Threaded team chat platform designed for organized technical discussion; useful for developer and engineering teams.
Communications,Gaming / Community Chat,Dorion,dorion,ARCInstalldorion,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching Dorion,Default inferred detection for desktop app,Winget + Chocolatey,SpikeHD.Dorion,dorion,https://github.com/SpikeHD/Dorion,TRUE,Alternative Discord desktop client; optional/niche choice for users who want a different Discord experience.,Alternative Discord desktop client; optional/niche choice for users who want a different Discord experience.
Communications,Privacy / Secure Messaging,Element,element,ARCInstallelement,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Element,Default inferred detection for desktop app,Winget + Chocolatey,Element.Element,element-desktop,https://element.io/,TRUE,"Matrix client for decentralized team and secure messaging; useful for privacy, open-source, homelab, and technical communities.","Matrix client for decentralized team and secure messaging; useful for privacy, open-source, homelab, and technical communities."
Communications,Privacy / Secure Messaging,Signal,signal,ARCInstallsignal,No,No,No,No,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Signal,Default inferred detection for desktop app,Winget + Chocolatey,OpenWhisperSystems.Signal,signal,https://signal.org/,TRUE,Secure messaging app with strong privacy reputation; strong fit for secure communications profiles.,Secure messaging app with strong privacy reputation; strong fit for secure communications profiles.
Communications,Messaging / Calling,Unigram,unigram,ARCInstallunigram,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Unigram,Default inferred detection for desktop app,Winget only,9N97ZCKPD60Q,N/A,https://unigramdev.github.io/,TRUE,Telegram client for Windows; useful for users who prefer a native Windows-style Telegram experience.,Telegram client for Windows; useful for users who prefer a native Windows-style Telegram experience.
Communications,Voice Chat,Teamspeak 3,teamspeak3,ARCInstallteamspeak3,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Teamspeak 3,Default inferred detection for desktop app,Winget + Chocolatey,TeamSpeakSystems.TeamSpeakClient,teamspeak,https://www.teamspeak.com/,FALSE,Voice communication client historically popular in gaming communities and self-hosted voice setups.,Voice communication client historically popular in gaming communities and self-hosted voice setups.
Creator / Media Tools,Music Player,AIMP (Music Player),aimp,ARCInstallaimp,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching AIMP (Music Player),Default inferred detection for desktop app,Winget + Chocolatey,AIMP.AIMP,aimp,https://www.aimp.ru/,FALSE,Lightweight music player for local audio libraries; useful for users who prefer dedicated offline music playback.,Lightweight music player for local audio libraries; useful for users who prefer dedicated offline music playback.
Creator / Media Tools,Photo Management,digiKam,digikam,ARCInstalldigikam,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching digiKam,Default inferred detection for desktop app,Winget + Chocolatey,KDE.digiKam,digikam,https://www.digikam.org/,TRUE,"Photo management and organization tool with tagging, metadata, and library features; useful for photographers and large image collections.","Photo management and organization tool with tagging, metadata, and library features; useful for photographers and large image collections."
Creator / Media Tools,Screenshot / Capture,Flameshot (Screenshots),flameshot,ARCInstallflameshot,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Flameshot (Screenshots),Default inferred detection for desktop app,Winget + Chocolatey,Flameshot.Flameshot,flameshot,https://flameshot.org/,TRUE,"Screenshot and annotation tool; useful for documentation, bug reports, tutorials, and support workflows.","Screenshot and annotation tool; useful for documentation, bug reports, tutorials, and support workflows."
Creator / Media Tools,Screenshot / Capture,Greenshot (Screenshots),greenshot,ARCInstallgreenshot,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Greenshot (Screenshots),Default inferred detection for desktop app,Winget + Chocolatey,Greenshot.Greenshot,greenshot,https://getgreenshot.org/,TRUE,Lightweight screenshot tool with annotation and export options; useful for documentation and troubleshooting captures.,Lightweight screenshot tool with annotation and export options; useful for documentation and troubleshooting captures.
Creator / Media Tools,Vector Graphics,Inkscape,inkscape,ARCInstallinkscape,No,Yes,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Inkscape,Default inferred detection for desktop app,Winget + Chocolatey,Inkscape.Inkscape,inkscape,https://inkscape.org/,TRUE,"Open-source vector graphics editor; useful for logos, diagrams, UI assets, icons, and creator workflows.","Open-source vector graphics editor; useful for logos, diagrams, UI assets, icons, and creator workflows."
Creator / Media Tools,Video Editing,Kdenlive (Video Editor),kdenlive,ARCInstallkdenlive,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Kdenlive (Video Editor),Default inferred detection for desktop app,Winget + Chocolatey,KDE.Kdenlive,kdenlive,https://kdenlive.org/,TRUE,"Open-source non-linear video editor; useful for YouTube, tutorials, project videos, and creator workstations.","Open-source non-linear video editor; useful for YouTube, tutorials, project videos, and creator workstations."
Creator / Media Tools,Screenshot / Capture,Lightshot (Screenshots),lightshot,ARCInstalllightshot,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Lightshot (Screenshots),Default inferred detection for desktop app,Winget + Chocolatey,Skillbrains.Lightshot,lightshot,https://app.prntscr.com/,FALSE,Simple screenshot capture tool; useful for quick image grabs but less feature-rich than ShareX.,Simple screenshot capture tool; useful for quick image grabs but less feature-rich than ShareX.
Creator / Media Tools,Music Composition,MuseScore,musescore,ARCInstallmusescore,No,No,No,No,No,Yes,Niche,Registry / Executable,Installed Programs registry; executable matching MuseScore,Default inferred detection for desktop app,Winget + Chocolatey,Musescore.Musescore,musescore,https://musescore.org/en,TRUE,"Music notation and composition software; useful for musicians, composers, and audio-focused creators.","Music notation and composition software; useful for musicians, composers, and audio-focused creators."
Creator / Media Tools,Recording / Streaming,OBS Studio,obs-studio,ARCInstallobs-studio,Yes,Yes,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching OBS Studio,Default inferred detection for desktop app,Winget + Chocolatey,OBSProject.OBSStudio,obs-studio,https://obsproject.com/,TRUE,"Open-source recording and streaming software; core tool for creators, streamers, tutorials, game capture, and QA evidence capture.","Open-source recording and streaming software; core tool for creators, streamers, tutorials, game capture, and QA evidence capture."
Creator / Media Tools,Video Player,PotPlayer,potplayer,ARCInstallpotplayer,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching PotPlayer,Default inferred detection for desktop app,Winget + Chocolatey,Daum.PotPlayer,potplayer,https://potplayer.tv/,FALSE,Feature-rich media player with broad format support; useful for users who want advanced playback controls.,Feature-rich media player with broad format support; useful for users who want advanced playback controls.
Creator / Media Tools,Video Player,SMPlayer,smplayer,ARCInstallsmplayer,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching SMPlayer,Default inferred detection for desktop app,Winget + Chocolatey,SMPlayer.SMPlayer,smplayer,https://www.smplayer.info,TRUE,Media player frontend with broad codec support; useful as an alternative video playback option.,Media player frontend with broad codec support; useful as an alternative video playback option.
Creator / Media Tools,Music Streaming,Tidal,tidal,ARCInstalltidal,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Tidal,Default inferred detection for desktop app,Winget + Chocolatey,9NNCB5BS59PH,tidal,https://tidal.com/,FALSE,Music streaming client; useful for users who rely on Tidal for high-quality music playback.,Music streaming client; useful for users who rely on Tidal for high-quality music playback.
Creator / Media Tools,Media Download / CLI,Yt-dlp,yt-dlp,ARCInstallyt-dlp,No,No,No,No,No,Yes,Optional,Command,yt-dlp,Inferred from CLI/runtime tooling,Winget + Chocolatey,yt-dlp.yt-dlp,yt-dlp,https://github.com/yt-dlp/yt-dlp,TRUE,"Command-line media downloader; useful for advanced archival, creator research, and scripting workflows where legally appropriate.","Command-line media downloader; useful for advanced archival, creator research, and scripting workflows where legally appropriate."
Creator / Media Tools,Audio Editing,Audacity,audacity,ARCInstallaudacity,No,Yes,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Audacity,Default inferred detection for desktop app,Winget + Chocolatey,Audacity.Audacity,audacity,https://www.audacityteam.org/,TRUE,"Open-source audio editor for recording, cutting, cleaning, and exporting audio; useful for podcasts, voiceover, music, and troubleshooting audio.","Open-source audio editor for recording, cutting, cleaning, and exporting audio; useful for podcasts, voiceover, music, and troubleshooting audio."
Creator / Media Tools,Audio Control,EarTrumpet (Audio),eartrumpet,ARCInstalleartrumpet,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching EarTrumpet (Audio),Default inferred detection for desktop app,Winget + Chocolatey,File-New-Project.EarTrumpet,eartrumpet,https://eartrumpet.app/,TRUE,"Advanced Windows volume mixer; useful for managing per-app audio levels on gaming, streaming, and creator battlestations.","Advanced Windows volume mixer; useful for managing per-app audio levels on gaming, streaming, and creator battlestations."
Creator / Media Tools,Music Player,foobar2000 (Music Player),foobar2000,ARCInstallfoobar2000,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching foobar2000 (Music Player),Default inferred detection for desktop app,Winget + Chocolatey,PeterPawlowski.foobar2000,foobar2000,https://www.foobar2000.org/,FALSE,Highly customizable lightweight music player; useful for local audio collections and power-user playback setups.,Highly customizable lightweight music player; useful for local audio collections and power-user playback setups.
